    40.875  -108.875  2512.000
    40.750  -108.875  1696.000
    40.625  -108.875  2331.000
    40.500  -108.875  2047.000
    40.375  -108.875  2241.000
    40.250  -108.875  1907.000
    40.125  -108.875  1644.000
    40.000  -108.875  1758.000
    39.875  -108.875  1965.000
    39.750  -108.875  2184.000
    39.625  -108.875  2544.000
    39.500  -108.875  2054.000
    39.375  -108.875  1548.000
    39.250  -108.875  1403.000
    39.125  -108.875  1751.000
    39.000  -108.875  2013.000
    38.875  -108.875  2594.000
    38.750  -108.875  2325.000
    38.625  -108.875  1934.000
    38.500  -108.875  1716.000
    38.375  -108.875  1882.000
    38.250  -108.875  2031.000
    38.125  -108.875  1698.000
    38.000  -108.875  1875.000
    37.875  -108.875  2303.000
    37.750  -108.875  2110.000
    37.625  -108.875  1985.000
    37.500  -108.875  1961.000
    37.375  -108.875  1857.000
    37.250  -108.875  2041.000
    37.125  -108.875  1623.000
    40.875  -108.750  2161.000
    40.750  -108.750  1819.000
    40.625  -108.750  1892.000
    40.500  -108.750  2114.000
    40.375  -108.750  2287.000
    40.250  -108.750  1828.000
    40.125  -108.750  1769.000
    40.000  -108.750  1808.000
    39.875  -108.750  1862.000
    39.750  -108.750  2202.000
    39.625  -108.750  2495.000
    39.500  -108.750  1873.000
    39.375  -108.750  1791.000
    39.250  -108.750  1429.000
    39.125  -108.750  1529.000
    39.000  -108.750  2069.000
    38.875  -108.750  2645.000
    38.750  -108.750  2225.000
    38.625  -108.750  2376.000
    38.500  -108.750  1856.000
    38.375  -108.750  1625.000
    38.250  -108.750  1701.000
    38.125  -108.750  2009.000
    38.000  -108.750  1764.000
    37.875  -108.750  2439.000
    37.750  -108.750  2289.000
    37.625  -108.750  2090.000
    37.500  -108.750  2095.000
    37.375  -108.750  2033.000
    37.250  -108.750  2086.000
    37.125  -108.750  1620.000
    40.875  -108.625  2005.000
    40.750  -108.625  2152.000
    40.625  -108.625  1944.000
    40.500  -108.625  2179.000
    40.375  -108.625  2110.000
    40.250  -108.625  1878.000
    40.125  -108.625  1762.000
    40.000  -108.625  2248.000
    39.875  -108.625  2337.000
    39.750  -108.625  2126.000
    39.625  -108.625  2543.000
    39.500  -108.625  2435.000
    39.375  -108.625  1983.000
    39.250  -108.625  1509.000
    39.125  -108.625  1388.000
    39.000  -108.625  1819.000
    38.875  -108.625  2429.000
    38.750  -108.625  2481.000
    38.625  -108.625  2665.000
    38.500  -108.625  2601.000
    38.375  -108.625  1786.000
    38.250  -108.625  1724.000
    38.125  -108.625  1949.000
    38.000  -108.625  2155.000
    37.875  -108.625  2083.000
    37.750  -108.625  2562.000
    37.625  -108.625  2302.000
    37.500  -108.625  2073.000
    37.375  -108.625  1898.000
    37.250  -108.625  2037.000
    37.125  -108.625  1982.000
    40.875  -108.500  2067.000
    40.750  -108.500  1900.000
    40.625  -108.500  1944.000
    40.500  -108.500  2099.000
    40.375  -108.500  1964.000
    40.250  -108.500  1735.000
    40.125  -108.500  2098.000
    40.000  -108.500  2075.000
    39.875  -108.500  2157.000
    39.750  -108.500  2481.000
    39.625  -108.500  2466.000
    39.500  -108.500  2090.000
    39.375  -108.500  2161.000
    39.250  -108.500  2059.000
    39.125  -108.500  1506.000
    39.000  -108.500  1476.000
    38.875  -108.500  1931.000
    38.750  -108.500  2323.000
