year	nchr	arc5	atr4	bfb3	cat51	ccc5	cod21	col5	dil13	dis5	djm	dou6	dry8	efu4	egl34	enc13	fbn	gmr20	gou31	gvr6	har2	hot1	lan34	lbc1	ltb7	mcp5	mdp6	mtr3	nav2	nmm8	nmv6	npu20	nur	pic14	plu6	prd31	pum85	rck6	red4	rif16	rpc12	sap4	sar21	sfk4	slk21	srs6	trg55	trp7	una43	vas4	wed31	wil44
1410	7	NA	NA	1.572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	NA	NA	NA	0.617	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	0.664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	1.028	NA	
1411	7	NA	NA	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944	NA	NA	NA	NA	0.553	NA	NA	NA	NA	NA	NA	NA	0.433	NA	NA	0.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	0.758	NA	
1412	7	NA	NA	1.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.287	NA	NA	NA	NA	1.209	NA	NA	NA	NA	NA	NA	NA	1.642	NA	NA	1.094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686	NA	NA	NA	NA	NA	1.057	NA	
1413	7	NA	NA	1.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.896	NA	NA	NA	NA	0.787	NA	NA	NA	NA	NA	NA	NA	0.283	NA	NA	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	0.735	NA	
1414	7	NA	NA	2.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.727	NA	NA	NA	NA	1.503	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	1.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344	NA	NA	NA	NA	NA	1.499	NA	
1415	7	NA	NA	1.166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.175	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	0.616	NA	NA	0.876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.124	NA	NA	NA	NA	NA	0.774	NA	
1416	7	NA	NA	0.853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.212	NA	NA	NA	NA	0.932	NA	NA	NA	NA	NA	NA	NA	0.723	NA	NA	0.913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822	NA	NA	NA	NA	NA	1.054	NA	
1417	7	NA	NA	1.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.708	NA	NA	NA	NA	0.963	NA	NA	NA	NA	NA	NA	NA	1.047	NA	NA	0.844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	1.288	NA	
1418	7	NA	NA	0.805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.562	NA	NA	NA	NA	1.555	NA	NA	NA	NA	NA	NA	NA	0.728	NA	NA	1.386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.616	NA	NA	NA	NA	NA	1.548	NA	
1419	7	NA	NA	0.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.091	NA	NA	NA	NA	0.973	NA	NA	NA	NA	NA	NA	NA	0.674	NA	NA	0.941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.035	NA	NA	NA	NA	NA	0.707	NA	
1420	7	NA	NA	0.718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364	NA	NA	NA	NA	0.803	NA	NA	NA	NA	NA	NA	NA	0.867	NA	NA	1.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.922	NA	NA	NA	NA	NA	1.045	NA	
1421	7	NA	NA	0.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.088	NA	NA	NA	NA	0.394	NA	NA	NA	NA	NA	NA	NA	0.532	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.202	NA	NA	NA	NA	NA	0.651	NA	
1422	7	NA	NA	0.905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.051	NA	NA	NA	NA	0.942	NA	NA	NA	NA	NA	NA	NA	0.861	NA	NA	1.101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.306	NA	NA	NA	NA	NA	0.904	NA	
1423	7	NA	NA	0.844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.603	NA	NA	NA	NA	1.001	NA	NA	NA	NA	NA	NA	NA	0.438	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533	NA	NA	NA	NA	NA	1.121	NA	
1424	7	NA	NA	0.849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.321	NA	NA	NA	NA	1.215	NA	NA	NA	NA	NA	NA	NA	0.897	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.808	NA	NA	NA	NA	NA	1.517	NA	
1425	7	NA	NA	0.751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.033	NA	NA	NA	NA	1.128	NA	NA	NA	NA	NA	NA	NA	0.599	NA	NA	1.407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.394	NA	NA	NA	NA	NA	1.212	NA	
1426	7	NA	NA	0.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	1.046	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	1.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.721	NA	NA	NA	NA	NA	1.197	NA	
1427	7	NA	NA	0.897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.768	NA	NA	NA	NA	1.302	NA	NA	NA	NA	NA	NA	NA	1.064	NA	NA	1.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	1.462	NA	
1428	7	NA	NA	1.161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	1.466	NA	NA	NA	NA	NA	NA	NA	1.381	NA	NA	1.319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.106	NA	NA	NA	NA	NA	1.558	NA	
1429	7	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.647	NA	NA	NA	NA	0.533	NA	NA	NA	NA	NA	NA	NA	1.404	NA	NA	0.805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	NA	NA	NA	NA	NA	0.863	NA	
1430	7	NA	NA	1.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986	NA	NA	NA	NA	1.027	NA	NA	NA	NA	NA	NA	NA	1.427	NA	NA	1.427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.149	NA	NA	NA	NA	NA	1.225	NA	
1431	7	NA	NA	1.399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949	NA	NA	NA	NA	1.014	NA	NA	NA	NA	NA	NA	NA	1.524	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.299	NA	NA	NA	NA	NA	1.32	NA	
1432	7	NA	NA	1.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	1.581	NA	NA	NA	NA	NA	NA	NA	1.771	NA	NA	1.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977	NA	NA	NA	NA	NA	0.976	NA	
1433	7	NA	NA	1.091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944	NA	NA	NA	NA	1.012	NA	NA	NA	NA	NA	NA	NA	1.75	NA	NA	0.808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.325	NA	NA	NA	NA	NA	1.209	NA	
1434	7	NA	NA	1.318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.153	NA	NA	NA	NA	1.287	NA	NA	NA	NA	NA	NA	NA	1.166	NA	NA	1.423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.087	NA	NA	NA	NA	NA	0.983	NA	
1435	7	NA	NA	1.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.975	NA	NA	NA	NA	0.707	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	1.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.856	NA	NA	NA	NA	NA	1.016	NA	
1436	7	NA	NA	1.279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986	NA	NA	NA	NA	1.685	NA	NA	NA	NA	NA	NA	NA	1.365	NA	NA	0.515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.931	NA	NA	NA	NA	NA	1.247	NA	
1437	7	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.804	NA	NA	NA	NA	0.739	NA	NA	NA	NA	NA	NA	NA	1.079	NA	NA	0.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.111	NA	NA	NA	NA	NA	0.786	NA	
1438	7	NA	NA	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.691	NA	NA	NA	NA	0.567	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.715	NA	NA	NA	NA	NA	0.38	NA	
1439	7	NA	NA	0.883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.176	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	0.723	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	0.563	NA	
1440	7	NA	NA	1.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.135	NA	NA	NA	NA	1.239	NA	NA	NA	NA	NA	NA	NA	0.843	NA	NA	1.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.338	NA	NA	NA	NA	NA	0.95	NA	
1441	7	NA	NA	1.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.087	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	1.528	NA	NA	0.913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.099	NA	NA	NA	NA	NA	1.089	NA	
1442	7	NA	NA	1.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.782	NA	NA	NA	NA	0.154	NA	NA	NA	NA	NA	NA	NA	0.965	NA	NA	0.977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.611	NA	NA	NA	NA	NA	0.427	NA	
1443	7	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.384	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	1.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.371	NA	NA	NA	NA	NA	1.015	NA	
1444	7	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.634	NA	NA	NA	NA	0.597	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	0.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.696	NA	NA	NA	NA	NA	0.508	NA	
1445	7	NA	NA	0.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526	NA	NA	NA	NA	0.665	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	0.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.727	NA	NA	NA	NA	NA	0.507	NA	
1446	7	NA	NA	0.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.063	NA	NA	NA	NA	0.581	NA	NA	NA	NA	NA	NA	NA	0.604	NA	NA	0.893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.696	NA	NA	NA	NA	NA	0.644	NA	
1447	7	NA	NA	0.928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.917	NA	NA	NA	NA	1.356	NA	NA	NA	NA	NA	NA	NA	0.905	NA	NA	0.852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.866	NA	NA	NA	NA	NA	1.074	NA	
1448	7	NA	NA	0.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.679	NA	NA	NA	NA	1.333	NA	NA	NA	NA	NA	NA	NA	0.822	NA	NA	0.855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822	NA	NA	NA	NA	NA	0.59	NA	
1449	7	NA	NA	0.764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.241	NA	NA	NA	NA	0.947	NA	NA	NA	NA	NA	NA	NA	0.558	NA	NA	1.131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.893	NA	NA	NA	NA	NA	0.783	NA	
1450	7	NA	NA	0.316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.573	NA	NA	NA	NA	0.355	NA	NA	NA	NA	NA	NA	NA	0.312	NA	NA	0.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628	NA	NA	NA	NA	NA	0.454	NA	
1451	7	NA	NA	0.835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977	NA	NA	NA	NA	1.729	NA	NA	NA	NA	NA	NA	NA	1.109	NA	NA	1.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.261	NA	NA	NA	NA	NA	1.117	NA	
1452	7	NA	NA	1.153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.655	NA	NA	NA	NA	1.553	NA	NA	NA	NA	NA	NA	NA	1.089	NA	NA	1.028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.768	NA	NA	NA	NA	NA	1.125	NA	
1453	7	NA	NA	0.854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	NA	NA	NA	NA	1.725	NA	NA	NA	NA	NA	NA	NA	1.421	NA	NA	0.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.591	NA	NA	NA	NA	NA	1.323	NA	
1454	7	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829	NA	NA	NA	NA	1.128	NA	NA	NA	NA	NA	NA	NA	1.363	NA	NA	0.828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.775	NA	NA	NA	NA	NA	1.121	NA	
1455	7	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.659	NA	NA	NA	NA	0.586	NA	NA	NA	NA	NA	NA	NA	0.157	NA	NA	0.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.558	NA	NA	NA	NA	NA	0.975	NA	
1456	7	NA	NA	0.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.684	NA	NA	NA	NA	0.644	NA	NA	NA	NA	NA	NA	NA	0.842	NA	NA	0.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.438	NA	NA	NA	NA	NA	0.774	NA	
1457	7	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.867	NA	NA	NA	NA	0.866	NA	NA	NA	NA	NA	NA	NA	0.259	NA	NA	0.969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.536	NA	NA	NA	NA	NA	0.904	NA	
1458	7	NA	NA	1.394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.706	NA	NA	NA	NA	1.126	NA	NA	NA	NA	NA	NA	NA	1.941	NA	NA	0.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.642	NA	NA	NA	NA	NA	1.012	NA	
1459	7	NA	NA	1.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.464	NA	NA	NA	NA	1.217	NA	NA	NA	NA	NA	NA	NA	1.309	NA	NA	0.473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.897	NA	NA	NA	NA	NA	0.81	NA	
1460	7	NA	NA	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565	NA	NA	NA	NA	0.314	NA	NA	NA	NA	NA	NA	NA	0.824	NA	NA	0.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526	NA	NA	NA	NA	NA	0.095	NA	
1461	7	NA	NA	0.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594	NA	NA	NA	NA	0.212	NA	NA	NA	NA	NA	NA	NA	0.471	NA	NA	0.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	NA	NA	NA	NA	0.32	NA	
1462	7	NA	NA	1.861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.118	NA	NA	NA	NA	0.873	NA	NA	NA	NA	NA	NA	NA	1.384	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	NA	NA	NA	NA	NA	0.977	NA	
1463	7	NA	NA	1.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.539	NA	NA	NA	NA	1.198	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.178	NA	NA	NA	NA	NA	1.217	NA	
1464	7	NA	NA	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.254	NA	NA	NA	NA	1.159	NA	NA	NA	NA	NA	NA	NA	0.205	NA	NA	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.725	NA	NA	NA	NA	NA	1.247	NA	
1465	7	NA	NA	0.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978	NA	NA	NA	NA	0.407	NA	NA	NA	NA	NA	NA	NA	0.233	NA	NA	0.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	0.843	NA	
1466	7	NA	NA	0.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644	NA	NA	NA	NA	0.983	NA	NA	NA	NA	NA	NA	NA	1.135	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.423	NA	NA	NA	NA	NA	0.901	NA	
1467	7	NA	NA	1.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.777	NA	NA	NA	NA	1.254	NA	NA	NA	NA	NA	NA	NA	1.456	NA	NA	0.943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.538	NA	NA	NA	NA	NA	1.193	NA	
1468	7	NA	NA	1.474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.762	NA	NA	NA	NA	0.893	NA	NA	NA	NA	NA	NA	NA	1.378	NA	NA	0.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.034	NA	NA	NA	NA	NA	0.996	NA	
1469	7	NA	NA	1.121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.742	NA	NA	NA	NA	1.145	NA	NA	NA	NA	NA	NA	NA	1.723	NA	NA	0.657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.109	NA	NA	NA	NA	NA	0.977	NA	
1470	7	NA	NA	0.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915	NA	NA	NA	NA	1.186	NA	NA	NA	NA	NA	NA	NA	1.257	NA	NA	0.619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.059	NA	NA	NA	NA	NA	1.108	NA	
1471	7	NA	NA	0.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.619	NA	NA	NA	NA	0.438	NA	NA	NA	NA	NA	NA	NA	0.394	NA	NA	0.887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879	NA	NA	NA	NA	NA	0.658	NA	
1472	7	NA	NA	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	NA	NA	NA	0.445	NA	NA	NA	NA	NA	NA	NA	0.735	NA	NA	0.971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.264	NA	NA	NA	NA	NA	0.415	NA	
1473	7	NA	NA	0.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	0.378	NA	NA	NA	NA	NA	NA	NA	0.366	NA	NA	0.825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.809	NA	NA	NA	NA	NA	0.554	NA	
1474	7	NA	NA	0.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	0.354	NA	NA	NA	NA	NA	NA	NA	0.964	NA	NA	0.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.747	NA	NA	NA	NA	NA	0.375	NA	
1475	7	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.348	NA	NA	NA	NA	0.058	NA	NA	NA	NA	NA	NA	NA	0.629	NA	NA	0.339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.074	NA	NA	NA	NA	NA	0.171	NA	
1476	7	NA	NA	1.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	0.956	NA	NA	NA	NA	NA	NA	NA	1.143	NA	NA	0.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.562	NA	NA	NA	NA	NA	1.031	NA	
1477	7	NA	NA	1.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.745	NA	NA	NA	NA	1.055	NA	NA	NA	NA	NA	NA	NA	1.514	NA	NA	0.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	1.134	NA	
1478	7	NA	NA	1.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.514	NA	NA	NA	NA	1.476	NA	NA	NA	NA	NA	NA	NA	1.544	NA	NA	0.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	1.538	NA	
1479	7	NA	NA	1.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	0.994	NA	NA	NA	NA	NA	NA	NA	0.765	NA	NA	0.683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799	NA	NA	NA	NA	NA	1.219	NA	
1480	7	NA	NA	0.807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832	NA	NA	NA	NA	0.393	NA	NA	NA	NA	NA	NA	NA	0.581	NA	NA	1.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.648	NA	NA	NA	NA	NA	0.833	NA	
