    36.733  -108.350  2752.344   206.396
    36.750  -108.233  3115.056   275.725
    36.800  -108.683  3139.440   237.505
    36.833  -108.000  3261.360   246.949
    36.917  -109.083  2657.856   226.433
    37.200  -108.483  2621.280   445.914
    37.233  -108.050  3084.576   476.850
    37.350  -108.600  2895.600   328.621
    37.350  -108.300  3261.360   446.035
    37.383  -109.083  2956.560   296.532
    37.430  -108.170  3020.568   834.609
    37.440  -108.020  3474.720  1157.510
    37.467  -108.500  2950.464   463.548
    36.720  -106.260  3383.280   811.109
    36.750  -106.450  3444.240   610.943
    36.767  -106.550  3340.608   404.904
    36.817  -107.617  3230.880   331.869
    36.917  -106.583  3230.880   610.445
    36.933  -107.000  3200.400   467.398
    36.960  -106.660  3048.000   641.707
    37.017  -107.417  3310.128   871.642
    37.020  -106.450  3291.840   898.491
    37.133  -106.033  3115.056   300.105
    37.133  -107.633  2932.176   346.913
    37.217  -107.267  3230.880   774.354
    37.250  -107.017  2819.400   556.703
    37.283  -107.883  3023.616   511.292
    37.300  -107.850  2727.960   521.900
    37.350  -106.533  2560.320   801.034
    37.380  -106.550  2791.968   781.308
    37.383  -107.650  2907.792   777.492
    37.383  -107.583  2706.624   708.483
    37.433  -107.150  2865.120   601.594
    37.467  -106.783  2956.560  1127.260
    37.480  -106.800  2651.760  1285.514
    37.480  -107.630  2816.352  1002.953
    37.483  -106.150  3200.400  1244.404
    37.483  -106.867  2840.736  1037.612
    37.490  -106.840  3474.720  1086.910
    37.490  -107.510  3230.880   933.490
    36.733  -105.600  2651.760   376.973
    36.750  -104.500  3474.720   381.024
    36.883  -104.450  3169.920   372.017
    36.917  -104.433  2865.120   486.790
    36.983  -104.367  3200.400   555.805
    36.990  -105.260  2926.080   595.776
    37.017  -104.483  3139.440   514.268
    37.150  -104.550  3230.880   459.064
    37.167  -105.933  3398.520   199.383
    37.183  -105.417  3157.728   265.594
    37.183  -104.483  2926.080   374.818
    37.183  -104.517  3279.648   376.001
    37.210  -105.200  3096.768   694.182
    37.210  -105.120  3087.624   808.257
    37.217  -105.050  3352.800   622.119
    37.267  -104.333  3054.096   310.169
    37.330  -105.070  3352.800   661.884
    37.350  -105.230  2560.320   579.807
    37.400  -104.650  3048.000   446.435
    37.433  -105.867  2484.120   166.379
    37.433  -105.517  2267.712   211.641
    37.517  -108.750  2773.680   369.826
