1983	2	618
1983	3	1625
1983	4	2164
1983	5	5100
1983	6	5313
1983	7	2392
1983	8	853
1983	9	525
1983	10	549
1983	11	791
1983	12	570
1984	1	488
1984	2	560
1984	3	1065
1984	4	2186
1984	5	4635
1984	6	4663
1984	7	2073
1984	8	716
1984	9	517
1984	10	475
1984	11	564
1984	12	459
1985	1	396
1985	2	403
1985	3	716
1985	4	2363
1985	5	3096
1985	6	2044
1985	7	616
1985	8	375
1985	9	541
1985	10	575
1985	11	536
1985	12	398
1986	1	521
1986	2	1474
1986	3	2627
1986	4	3251
1986	5	3925
1986	6	4499
1986	7	1195
1986	8	478
1986	9	465
1986	10	529
1986	11	472
1986	12	351
1987	1	341
1987	2	381
1987	3	698
1987	4	1464
1987	5	1742
1987	6	742
1987	7	358
1987	8	260
1987	9	234
1987	10	252
1987	11	274
1987	12	339
1988	1	312
1988	2	357
1988	3	578
1988	4	1569
1988	5	2053
1988	6	1571
1988	7	436
1988	8	264
1988	9	239
1988	10	246
1988	11	357
1988	12	297
1989	1	313
1989	2	343
1989	3	1013
1989	4	2873
1989	5	3091
1989	6	2415
1989	7	687
1989	8	363
1989	9	322
1989	10	350
1989	11	347
1989	12	327
1990	1	332
1990	2	324
1990	3	616
1990	4	2006
1990	5	1947
1990	6	2089
1990	7	698
1990	8	353
1990	9	293
1990	10	310
1990	11	316
1990	12	274
1991	1	303
1991	2	365
1991	3	482
1991	4	1001
1991	5	1958
1991	6	2146
1991	7	785
1991	8	316
1991	9	284
1991	10	273
1991	11	414
1991	12	337
1992	1	296
1992	2	438
1992	3	805
1992	4	1314
1992	5	1665
1992	6	672
1992	7	349
1992	8	228
1992	9	235
1992	10	259
1992	11	296
1992	12	267
1993	1	267
1993	2	348
1993	3	1300
1993	4	1840
1993	5	4967
1993	6	3070
1993	7	1225
1993	8	604
1993	9	390
1993	10	369
1993	11	299
1993	12	300
1994	1	319
1994	2	297
1994	3	631
1994	4	1369
1994	5	1796
1994	6	969
1994	7	327
1994	8	236
1994	9	229
1994	10	255
1994	11	276
1994	12	315
1995	1	464
1995	2	1102
1995	3	1516
1995	4	2409
1995	5	4009
1995	6	4327
1995	7	2214
1995	8	649
1995	9	416
1995	10	427
1995	11	701
1995	12	1498
1996	1	721
1996	2	1340
1996	3	1629
1996	4	2970
1996	5	5019
1996	6	5051
1996	7	1837
1996	8	639
1996	9	449
1996	10	405
1996	11	739
1996	12	799
1997	1	2076
1997	2	923
1997	3	1737
1997	4	3898
1997	5	6385
1997	6	4934
1997	7	1865
1997	8	751
1997	9	521
1997	10	499
1997	11	508
1997	12	390
1998	1	456
1998	2	513
1998	3	1190
1998	4	1959
1998	5	4338
1998	6	3444
1998	7	1710
1998	8	588
1998	9	484
1998	10	410
1998	11	460
1998	12	467
1999	1	456
1999	2	501
1999	3	1495
1999	4	2776
1999	5	4478
1999	6	4381
1999	7	1520
1999	8	567
1999	9	390
1999	10	372
1999	11	433
1999	12	390
2000	1	438
2000	2	606
2000	3	995
2000	4	2880
2000	5	3229
2000	6	2151
2000	7	644
2000	8	340
2000	9	338
2000	10	378
2000	11	388
2000	12	362
2001	1	367
2001	2	358
2001	3	623
2001	4	902
2001	5	1910
2001	6	814
2001	7	459
2001	8	281
2001	9	278
2001	10	311
2001	11	386
2001	12	363
2002	1	382
2002	2	425
2002	3	725
2002	4	2742
2002	5	3178
2002	6	2352
2002	7	629
2002	8	371
2002	9	326
