ID,PARAM,TYPE,Year,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
08NM173,1,1,1986,23,0.022,E,0.025,E,0.033,E,0.073,,0.324,,0.097,,0.048,,0.020,,0.037,,0.023,,0.027,,0.024,
08NM173,1,1,1986,24,0.023,E,0.029,E,0.034,E,0.067,,0.321,,0.093,,0.046,,0.020,,0.037,,0.024,,0.029,,0.025,
08NM173,1,1,1986,25,0.022,E,0.031,E,0.034,A,0.068,,0.348,,0.085,,0.045,,0.021,,0.028,,0.024,,0.026,,0.025,
08NM173,1,1,1986,26,0.022,E,0.030,E,0.036,E,0.070,,0.457,,0.079,,0.049,,0.020,,0.026,,0.030,,0.025,,0.024,
08NM173,1,1,1986,27,0.023,E,0.028,E,0.040,E,0.082,,0.663,,0.076,,0.050,,0.019,,0.025,,0.033,,0.023,,0.023,
08NM173,1,1,1986,28,0.024,E,0.028,E,0.042,E,0.082,,0.690,,0.080,,0.043,,0.020,,0.024,,0.028,,0.022,,0.023,
08NM173,1,1,1986,29,0.024,E,,,0.039,E,0.076,,0.635,,0.087,,0.041,,0.021,,0.026,,0.027,,0.023,,0.025,
08NM173,1,1,1986,30,0.024,E,,,0.039,E,0.081,,0.565,,0.085,,0.039,,0.021,,0.032,,0.031,,0.023,,0.025,
08NM173,1,1,1986,31,0.025,E,,,0.038,E,,,0.469,,,,0.038,,0.020,,,,0.028,,,,0.025,
08NM173,1,1,1987,1,0.026,,0.026,E,0.021,,0.041,,0.288,,0.068,,0.023,,0.011,,0.005,,0.006,,0.012,,0.014,
08NM173,1,1,1987,2,0.025,,0.024,E,0.025,,0.047,,0.293,,0.065,,0.021,,0.011,,0.004,,0.007,,0.013,,0.014,
08NM173,1,1,1987,3,0.026,,0.024,E,0.024,,0.051,,0.259,,0.063,,0.030,,0.010,,0.006,,0.007,,0.013,,0.015,
08NM173,1,1,1987,4,0.025,,0.025,E,0.025,,0.058,,0.231,,0.060,,0.030,,0.010,,0.006,,0.007,,0.012,,0.016,
08NM173,1,1,1987,5,0.025,,0.026,E,0.028,,0.061,,0.203,,0.060,,0.027,,0.009,,0.004,,0.007,,0.012,,0.015,
08NM173,1,1,1987,6,0.025,,0.025,E,0.031,,0.063,,0.194,,0.058,,0.026,,0.012,,0.004,,0.007,,0.012,,0.020,
08NM173,1,1,1987,7,0.026,,0.024,E,0.029,,0.056,,0.195,,0.054,,0.031,,0.008,,0.004,,0.007,,0.012,,0.021,
08NM173,1,1,1987,8,0.025,,0.024,E,0.029,,0.053,,0.191,,0.057,,0.028,,0.007,,0.005,,0.008,,0.012,,0.017,
08NM173,1,1,1987,9,0.024,,0.025,E,0.029,,0.051,,0.175,,0.066,,0.025,,0.007,,0.004,,0.008,,0.012,,0.013,
08NM173,1,1,1987,10,0.025,,0.025,E,0.030,,0.050,,0.158,,0.054,,0.030,,0.006,,0.004,,0.008,,0.011,,0.018,
08NM173,1,1,1987,11,0.025,,0.025,E,0.032,,0.048,,0.150,,0.053,,0.024,,0.007,,0.005,,0.009,,0.013,,0.016,
08NM173,1,1,1987,12,0.025,,0.025,E,0.038,,0.045,,0.142,,0.051,,0.022,,0.008,,0.004,,0.009,,0.017,,0.014,
08NM173,1,1,1987,13,0.020,E,0.026,E,0.046,,0.043,,0.130,,0.050,,0.020,,0.012,,0.003,,0.009,,0.026,,0.012,
08NM173,1,1,1987,14,0.021,E,0.026,E,0.039,,0.046,,0.126,,0.049,,0.017,,0.015,,0.004,,0.009,,0.020,,0.013,
08NM173,1,1,1987,15,0.021,E,0.026,E,0.036,,0.049,,0.116,,0.047,,0.016,,0.011,,0.009,,0.010,,0.017,,0.013,
08NM173,1,1,1987,16,0.021,E,0.025,E,0.036,,0.050,,0.108,,0.046,,0.016,,0.009,,0.007,,0.010,,0.016,,0.013,
08NM173,1,1,1987,17,0.021,E,0.025,E,0.036,,0.053,,0.102,,0.044,,0.017,,0.009,,0.007,,0.010,,0.013,,0.012,
08NM173,1,1,1987,18,0.021,E,0.024,E,0.035,,0.051,,0.100,,0.041,,0.018,,0.009,,0.006,,0.011,,0.014,,0.010,
08NM173,1,1,1987,19,0.021,E,0.024,E,0.033,,0.050,,0.104,,0.039,,0.023,,0.008,,0.006,,0.011,,0.014,,0.010,
08NM173,1,1,1987,20,0.021,E,0.025,E,0.033,,0.055,,0.104,,0.040,,0.026,,0.007,,0.006,,0.012,,0.014,,0.009,
08NM173,1,1,1987,21,0.021,E,0.024,E,0.030,,0.062,,0.096,,0.040,,0.021,,0.007,,0.006,,0.011,,0.014,,0.009,
08NM173,1,1,1987,22,0.021,E,0.023,E,0.030,,0.064,,0.096,,0.035,,0.016,,0.006,,0.006,,0.011,,0.014,,0.009,
08NM173,1,1,1987,23,0.022,E,0.024,E,0.031,,0.067,,0.088,,0.035,,0.015,,0.006,,0.006,,0.012,,0.014,,0.010,
08NM173,1,1,1987,24,0.023,E,0.023,E,0.032,,0.066,,0.091,,0.034,,0.013,,0.005,,0.006,,0.011,,0.014,,0.010,
08NM173,1,1,1987,25,0.023,E,0.022,,0.032,,0.068,,0.082,,0.031,,0.022,,0.005,,0.006,,0.011,,0.014,,0.012,
08NM173,1,1,1987,26,0.022,E,0.021,B,0.031,,0.072,,0.076,,0.029,,0.025,,0.005,,0.005,,0.010,,0.013,,0.010,
08NM173,1,1,1987,27,0.023,E,0.022,,0.031,,0.077,,0.069,,0.028,,0.016,,0.006,,0.006,,0.012,,0.014,,0.010,
08NM173,1,1,1987,28,0.024,E,0.021,,0.031,,0.095,,0.069,,0.027,,0.015,,0.005,,0.007,,0.012,,0.011,,0.011,
08NM173,1,1,1987,29,0.024,E,,,0.031,,0.126,,0.066,,0.028,,0.012,,0.005,,0.007,,0.012,,0.014,,0.011,E
08NM173,1,1,1987,30,0.025,E,,,0.032,,0.175,,0.072,,0.026,,0.012,,0.005,,0.007,,0.011,,0.013,,0.012,E
08NM173,1,1,1987,31,0.026,E,,,0.034,,,,0.075,,,,0.012,,0.005,,,,0.011,,,,0.011,E
08NM173,1,1,1988,1,0.011,B,0.009,B,0.015,,0.026,,0.041,,0.045,,0.019,,0.006,,0.002,,0.007,,0.012,,0.013,
08NM173,1,1,1988,2,0.010,B,0.009,B,0.016,,0.029,,0.040,,0.041,,0.022,,0.008,,0.002,,0.007,,0.013,,0.012,
08NM173,1,1,1988,3,0.009,B,0.010,B,0.017,,0.032,,0.050,,0.053,,0.024,,0.006,,0.001,,0.007,,0.015,,0.012,
08NM173,1,1,1988,4,0.009,B,0.011,B,0.015,,0.027,,0.043,,0.040,,0.022,,0.005,,0.001,,0.007,,0.014,,0.012,
08NM173,1,1,1988,5,0.008,B,0.010,B,0.015,,0.025,,0.041,,0.040,,0.018,,0.004,,0,,0.008,,0.019,,0.012,
08NM173,1,1,1988,6,0.009,B,0.011,B,0.014,,0.028,,0.041,,0.039,,0.017,,0.006,,0,,0.008,,0.020,,0.012,
08NM173,1,1,1988,7,0.010,B,0.012,B,0.015,,0.028,,0.040,,0.039,,0.018,,0.006,,0,,0.008,,0.016,,0.012,
08NM173,1,1,1988,8,0.010,B,0.013,B,0.016,,0.024,,0.038,,0.038,,0.017,,0.005,,0,,0.008,,0.015,,0.013,
08NM173,1,1,1988,9,0.011,B,0.012,B,0.017,,0.023,,0.040,,0.034,,0.017,,0.004,,0.001,,0.008,,0.015,,0.013,
08NM173,1,1,1988,10,0.012,B,0.011,B,0.016,,0.024,,0.039,,0.037,,0.016,,0.003,,0.001,,0.007,,0.016,,0.013,
08NM173,1,1,1988,11,0.011,B,0.011,E,0.016,,0.027,,0.037,,0.032,,0.018,,0.004,,0.001,,0.007,,0.016,,0.013,
08NM173,1,1,1988,12,0.011,B,0.011,E,0.017,,0.029,,0.036,,0.031,,0.020,,0.003,,0.001,,0.008,,0.015,,0.013,
08NM173,1,1,1988,13,0.012,B,0.012,E,0.016,,0.030,,0.056,,0.030,,0.019,,0.002,,0.001,,0.008,,0.014,,0.013,
08NM173,1,1,1988,14,0.012,B,0.010,E,0.017,,0.032,,0.046,,0.026,,0.018,,0.002,,0.001,,0.009,,0.010,,0.015,
08NM173,1,1,1988,15,0.013,B,0.010,E,0.016,,0.033,,0.045,,0.024,,0.013,,0.002,,0.001,,0.014,,0.012,,0.014,
08NM173,1,1,1988,16,0.011,B,0.011,E,0.017,,0.033,,0.049,,0.025,,0.012,,0.008,,0.001,,0.015,,0.013,,0.014,
08NM173,1,1,1988,17,0.010,B,0.011,E,0.017,,0.037,,0.048,,0.024,,0.010,,0.017,,0.001,,0.013,,0.013,,0.014,
08NM173,1,1,1988,18,0.009,B,0.011,E,0.017,,0.057,,0.043,,0.021,,0.011,,0.011,,0.004,,0.013,,0.011,,0.014,
08NM173,1,1,1988,19,0.009,B,0.011,E,0.018,,0.038,,0.040,,0.023,,0.011,,0.008,,0.029,,0.016,,0.014,,0.013,
08NM173,1,1,1988,20,0.008,B,0.012,E,0.020,,0.033,,0.035,,0.022,,0.009,,0.007,,0.015,,0.016,,0.014,,0.013,
08NM173,1,1,1988,21,0.009,B,0.015,E,0.021,,0.029,,0.033,,0.022,,0.008,,0.007,,0.010,,0.015,,0.014,,0.014,
08NM173,1,1,1988,22,0.010,B,0.014,E,0.018,,0.030,,0.036,,0.021,,0.007,,0.006,,0.008,,0.014,,0.014,,0.013,
08NM173,1,1,1988,23,0.010,B,0.014,A,0.017,,0.033,,0.036,,0.019,,0.007,,0.005,,0.010,,0.012,,0.013,,0.012,
08NM173,1,1,1988,24,0.010,B,0.015,,0.018,,0.043,,0.034,,0.018,,0.006,,0.004,,0.013,,0.012,,0.011,,0.012,
08NM173,1,1,1988,25,0.011,B,0.015,,0.018,,0.051,,0.032,,0.019,,0.006,,0.003,,0.013,,0.011,,0.013,,0.012,
08NM173,1,1,1988,26,0.011,B,0.014,,0.018,,0.048,,0.030,,0.019,,0.005,,0.004,,0.011,,0.011,,0.012,,0.012,
08NM173,1,1,1988,27,0.010,B,0.014,,0.018,,0.044,,0.032,,0.024,,0.004,,0.004,,0.009,,0.010,,0.012,,0.012,
08NM173,1,1,1988,28,0.009,B,0.014,,0.018,,0.046,,0.040,,0.023,,0.003,,0.002,,0.008,,0.010,,0.012,,0.012,
08NM173,1,1,1988,29,0.010,B,0.014,,0.017,,0.043,,0.037,,0.024,,0.003,,0.002,,0.008,,0.010,,0.012,,0.012,
08NM173,1,1,1988,30,0.011,B,,,0.017,,0.042,,0.033,,0.022,,0.003,,0.001,,0.007,,0.011,,0.012,,0.012,
08NM173,1,1,1988,31,0.010,B,,,0.019,,,,0.034,,,,0.003,,0.001,,,,0.011,,,,0.012,
08NM173,1,1,1989,1,0.012,,0.010,B,0.013,B,0.016,E,0.154,,0.171,,0.068,,0.028,,0.022,,0.017,,0.019,,0.024,
08NM173,1,1,1989,2,0.012,,0.010,B,0.013,B,0.017,E,0.152,,0.156,,0.065,,0.031,,0.030,,0.016,,0.018,,0.025,
08NM173,1,1,1989,3,0.012,,0.009,B,0.013,B,0.017,E,0.156,,0.131,,0.067,,0.030,,0.027,,0.017,,0.033,,0.025,
08NM173,1,1,1989,4,0.013,,0.009,B,0.013,B,0.017,E,0.154,,0.125,,0.055,,0.027,,0.023,,0.017,,0.046,,0.026,
08NM173,1,1,1989,5,0.013,,0.009,B,0.013,B,0.021,A,0.156,,0.115,,0.049,,0.026,,0.022,,0.017,,0.035,,0.027,
08NM173,1,1,1989,6,0.013,,0.009,B,0.013,B,0.028,,0.184,,0.103,,0.048,,0.026,,0.021,,0.018,,0.030,,0.026,
08NM173,1,1,1989,7,0.013,,0.009,B,0.013,B,0.034,,0.189,,0.091,,0.044,,0.025,,0.021,,0.018,,0.028,,0.026,
08NM173,1,1,1989,8,0.013,,0.010,B,0.013,B,0.032,,0.192,,0.083,,0.042,,0.025,,0.019,,0.017,,0.027,,0.026,
08NM173,1,1,1989,9,0.013,,0.010,B,0.013,E,0.030,,0.194,,0.075,,0.040,,0.025,,0.019,,0.017,,0.027,,0.027,
08NM173,1,1,1989,10,0.013,,0.010,B,0.013,E,0.032,,0.198,,0.068,,0.065,,0.023,,0.019,,0.019,,0.036,,0.022,
08NM173,1,1,1989,11,0.012,,0.010,B,0.013,E,0.036,,0.187,,0.067,,0.071,,0.021,,0.019,,0.022,,0.042,,0.018,
08NM173,1,1,1989,12,0.012,,0.010,B,0.013,E,0.040,,0.161,,0.062,,0.053,,0.021,,0.019,,0.019,,0.034,,0.027,
08NM173,1,1,1989,13,0.012,,0.010,B,0.014,E,0.043,,0.147,,0.062,,0.048,,0.023,,0.018,,0.019,,0.030,,0.025,
08NM173,1,1,1989,14,0.012,,0.010,B,0.014,E,0.043,,0.132,,0.065,,0.049,,0.028,,0.018,,0.019,,0.029,,0.025,
08NM173,1,1,1989,15,0.012,,0.010,B,0.014,E,0.053,,0.124,,0.064,,0.061,,0.039,,0.017,,0.019,,0.025,,0.025,
08NM173,1,1,1989,16,0.012,,0.010,B,0.014,A,0.048,,0.118,,0.057,,0.058,,0.040,,0.016,,0.017,,0.027,,0.023,
08NM173,1,1,1989,17,0.012,,0.011,B,0.014,E,0.043,,0.122,,0.053,,0.056,,0.033,,0.016,,0.019,,0.027,,0.023,
08NM173,1,1,1989,18,0.012,,0.011,B,0.014,E,0.045,,0.144,,0.054,,0.052,,0.029,,0.016,,0.019,,0.025,,0.021,
08NM173,1,1,1989,19,0.013,,0.011,B,0.014,E,0.047,,0.125,,0.059,,0.047,,0.032,,0.016,,0.018,,0.026,,0.022,
08NM173,1,1,1989,20,0.013,,0.011,B,0.015,E,0.052,,0.119,,0.055,,0.042,,0.029,,0.016,,0.019,,0.028,,0.024,
08NM173,1,1,1989,21,0.013,,0.011,B,0.015,E,0.050,,0.107,,0.051,,0.039,,0.027,,0.016,,0.018,,0.028,,0.022,
08NM173,1,1,1989,22,0.013,,0.011,B,0.015,A,0.044,,0.102,,0.051,,0.036,,0.026,,0.016,,0.019,,0.021,,0.023,
08NM173,1,1,1989,23,0.013,,0.012,B,0.015,E,0.044,,0.099,,0.049,,0.033,,0.024,,0.016,,0.023,,0.025,,0.023,
08NM173,1,1,1989,24,0.013,,0.012,B,0.015,E,0.044,,0.122,,0.046,,0.030,,0.023,,0.015,,0.033,,0.027,,0.023,
08NM173,1,1,1989,25,0.013,,0.012,B,0.016,E,0.047,,0.122,,0.048,,0.031,,0.023,,0.016,,0.023,,0.024,,0.023,
08NM173,1,1,1989,26,0.013,,0.012,B,0.016,E,0.052,,0.117,,0.044,,0.032,,0.025,,0.016,,0.027,,0.027,,0.023,
08NM173,1,1,1989,27,0.012,,0.012,B,0.016,E,0.068,,0.192,,0.043,,0.036,,0.030,,0.020,,0.027,,0.025,,0.023,
08NM173,1,1,1989,28,0.012,,0.012,B,0.016,E,0.075,,0.293,,0.042,,0.034,,0.027,,0.017,,0.022,,0.025,,0.023,
08NM173,1,1,1989,29,0.012,,,,0.016,E,0.089,,0.243,,0.045,,0.029,,0.027,,0.018,,0.021,,0.026,,0.023,
08NM173,1,1,1989,30,0.012,,,,0.016,E,0.114,,0.210,,0.057,,0.029,,0.025,,0.016,,0.020,,0.025,,0.022,
08NM173,1,1,1989,31,0.011,B,,,0.016,E,,,0.191,,,,0.028,,0.024,,,,0.019,,,,0.023,
08NM173,1,1,1990,1,0.025,,0.019,B,0.022,,0.046,,0.107,,0.207,,0.140,,0.040,,0.032,,0.018,,0.021,,0.028,
08NM173,1,1,1990,2,0.025,,0.021,B,0.021,,0.050,,0.111,,0.199,,0.141,,0.038,,0.030,,0.018,,0.021,,0.029,
08NM173,1,1,1990,3,0.024,,0.023,B,0.021,,0.050,,0.109,,0.208,,0.138,,0.035,,0.029,,0.021,,0.022,,0.029,
08NM173,1,1,1990,4,0.023,,0.025,,0.022,,0.046,,0.109,,0.225,,0.125,,0.034,,0.027,,0.025,,0.023,,0.030,
08NM173,1,1,1990,5,0.024,,0.024,,0.023,,0.043,,0.109,,0.204,,0.128,,0.036,,0.027,,0.023,,0.024,,0.030,
08NM173,1,1,1990,6,0.024,,0.026,,0.023,,0.043,,0.112,,0.197,,0.137,,0.031,,0.023,,0.022,,0.018,,0.029,
08NM173,1,1,1990,7,0.026,,0.026,,0.024,,0.045,,0.111,,0.214,,0.126,,0.029,,0.022,,0.021,,0.021,,0.028,
08NM173,1,1,1990,8,0.024,,0.024,,0.026,,0.049,,0.108,,0.203,,0.111,,0.030,,0.022,,0.021,,0.021,,0.029,
08NM173,1,1,1990,9,0.025,,0.023,,0.026,,0.047,,0.104,,0.193,,0.104,,0.031,,0.024,,0.019,,0.026,,0.029,
08NM173,1,1,1990,10,0.026,,0.022,B,0.024,,0.046,,0.103,,0.260,,0.102,,0.028,,0.024,,0.030,,0.041,,0.029,
08NM173,1,1,1990,11,0.023,,0.021,B,0.026,,0.047,,0.109,,0.286,,0.099,,0.030,,0.023,,0.024,,0.037,,0.030,
08NM173,1,1,1990,12,0.024,,0.020,B,0.026,,0.049,,0.107,,0.285,,0.101,,0.030,,0.020,,0.021,,0.034,,0.029,
08NM173,1,1,1990,13,0.024,,0.019,B,0.026,,0.052,,0.110,,0.287,,0.090,,0.029,,0.019,,0.020,,0.036,,0.028,
08NM173,1,1,1990,14,0.025,,0.018,B,0.023,,0.055,,0.132,,0.271,,0.085,,0.029,,0.018,,0.019,,0.033,,0.028,
08NM173,1,1,1990,15,0.025,,0.019,B,0.024,,0.056,,0.123,,0.257,,0.079,,0.027,,0.018,,0.022,,0.030,,0.028,
08NM173,1,1,1990,16,0.025,,0.018,B,0.024,,0.066,,0.126,,0.242,,0.076,,0.027,,0.022,,0.025,,0.029,,0.028,
08NM173,1,1,1990,17,0.023,,0.017,B,0.026,,0.079,,0.130,,0.229,,0.068,,0.027,,0.028,,0.023,,0.028,,0.027,
08NM173,1,1,1990,18,0.022,,0.016,B,0.030,,0.089,,0.124,,0.224,,0.064,,0.029,,0.024,,0.022,,0.027,,0.027,
08NM173,1,1,1990,19,0.019,,0.018,B,0.030,B,0.099,,0.117,,0.213,,0.060,,0.033,,0.022,,0.022,,0.027,,0.022,B
08NM173,1,1,1990,20,0.021,,0.019,B,0.032,,0.103,,0.131,,0.201,,0.058,,0.030,,0.022,,0.022,,0.023,,0.020,B
08NM173,1,1,1990,21,0.021,,0.021,B,0.033,,0.106,,0.132,,0.191,,0.057,,0.035,,0.022,,0.025,,0.024,,0.019,B
08NM173,1,1,1990,22,0.021,B,0.020,B,0.031,,0.113,,0.146,,0.183,,0.056,,0.053,,0.023,,0.023,,0.027,,0.020,B
08NM173,1,1,1990,23,0.022,,0.020,B,0.027,,0.137,,0.168,,0.177,,0.058,,0.035,,0.021,,0.021,,0.032,,0.020,B
08NM173,1,1,1990,24,0.022,,0.022,B,0.025,,0.135,,0.205,,0.166,,0.056,,0.032,,0.019,,0.020,,0.028,,0.021,B
08NM173,1,1,1990,25,0.023,,0.023,,0.025,,0.132,,0.207,,0.167,,0.055,,0.045,,0.019,,0.021,,0.032,,0.021,B
08NM173,1,1,1990,26,0.021,B,0.023,,0.029,,0.124,,0.195,,0.163,,0.057,,0.040,,0.018,,0.025,,0.026,,0.022,B
08NM173,1,1,1990,27,0.022,B,0.021,,0.031,,0.118,,0.180,,0.157,,0.054,,0.032,,0.018,,0.024,,0.028,,0.021,B
08NM173,1,1,1990,28,0.023,,0.022,,0.031,,0.123,,0.183,,0.154,,0.049,,0.032,,0.018,,0.024,,0.028,,0.019,B
08NM173,1,1,1990,29,0.022,B,,,0.033,,0.118,,0.210,,0.150,,0.044,,0.031,,0.017,,0.026,,0.026,,0.018,B
08NM173,1,1,1990,30,0.019,B,,,0.037,,0.112,,0.205,,0.145,,0.041,,0.041,,0.017,,0.024,,0.027,,0.021,B
08NM173,1,1,1990,31,0.017,B,,,0.047,,,,0.209,,,,0.045,,0.032,,,,0.022,,,,0.023,B
08NM173,1,1,1991,1,0.025,E,0.028,E,0.027,,0.051,,0.181,,0.349,,0.187,,0.062,,0.056,,0.029,,0.027,,0.031,
08NM173,1,1,1991,2,0.027,A,0.029,E,0.027,,0.049,,0.190,,0.314,,0.175,,0.059,,0.045,,0.028,,0.025,,0.031,
08NM173,1,1,1991,3,0.027,,0.029,E,0.027,,0.044,,0.204,,0.305,,0.164,,0.060,,0.039,,0.026,,0.024,,0.031,
08NM173,1,1,1991,4,0.027,,0.028,E,0.028,,0.046,,0.217,,0.279,,0.146,,0.057,,0.040,,0.025,,0.026,,0.032,
08NM173,1,1,1991,5,0.026,E,0.028,E,0.028,,0.065,,0.230,,0.273,,0.132,,0.055,,0.040,,0.027,,0.029,,0.030,
08NM173,1,1,1991,6,0.025,E,0.028,A,0.027,,0.059,,0.267,,0.262,,0.125,,0.055,,0.039,,0.027,,0.031,,0.030,
08NM173,1,1,1991,7,0.025,E,0.027,,0.028,,0.051,,0.326,,0.250,,0.131,,0.060,,0.037,,0.027,,0.032,,0.029,
08NM173,1,1,1991,8,0.026,E,0.027,,0.028,,0.048,,0.351,,0.237,,0.125,,0.057,,0.035,,0.027,,0.033,,0.030,
08NM173,1,1,1991,9,0.027,E,0.027,,0.027,,0.048,,0.371,,0.229,,0.110,,0.049,,0.036,,0.028,,0.036,,0.028,
08NM173,1,1,1991,10,0.027,E,0.027,,0.027,,0.044,,0.365,,0.233,,0.108,,0.057,,0.037,,0.027,,0.036,,0.029,
08NM173,1,1,1991,11,0.028,E,0.028,,0.026,,0.043,,0.372,,0.223,,0.113,,0.053,,0.039,,0.027,,0.038,,0.029,
08NM173,1,1,1991,12,0.029,E,0.028,,0.025,,0.052,,0.432,,0.208,,0.107,,0.062,,0.041,,0.027,,0.042,,0.028,
08NM173,1,1,1991,13,0.030,E,0.028,,0.024,,0.058,,0.511,,0.210,,0.104,,0.066,,0.036,,0.026,,0.039,,0.024,
08NM173,1,1,1991,14,0.030,E,0.028,,0.024,,0.063,,0.519,,0.196,,0.099,,0.070,,0.036,,0.024,,0.035,,0.023,B
08NM173,1,1,1991,15,0.029,E,0.028,,0.024,,0.072,,0.492,,0.196,,0.099,,0.063,,0.038,,0.026,,0.029,,0.024,B
08NM173,1,1,1991,16,0.028,E,0.031,,0.023,,0.078,,0.476,,0.219,,0.101,,0.060,,0.037,,0.026,,0.033,,0.025,B
08NM173,1,1,1991,17,0.028,E,0.030,,0.023,,0.073,,0.507,,0.215,,0.096,,0.059,,0.034,,0.027,,0.032,,0.026,B
08NM173,1,1,1991,18,0.028,E,0.030,,0.022,,0.074,,0.579,,0.199,,0.087,,0.060,,0.034,,0.029,,0.031,,0.028,
08NM173,1,1,1991,19,0.027,E,0.030,,0.023,,0.075,,0.650,,0.187,,0.081,,0.053,,0.031,,0.028,,0.029,,0.029,
08NM173,1,1,1991,20,0.026,E,0.029,,0.023,,0.082,,0.667,,0.194,,0.081,,0.047,,0.029,,0.029,,0.034,,0.027,
08NM173,1,1,1991,21,0.025,E,0.028,,0.025,,0.094,,0.622,,0.191,,0.087,,0.045,,0.029,,0.028,,0.028,,0.029,
08NM173,1,1,1991,22,0.024,E,0.029,,0.025,,0.112,,0.572,,0.189,,0.083,,0.043,,0.028,,0.029,,0.024,,0.029,
08NM173,1,1,1991,23,0.025,E,0.028,,0.025,,0.136,,0.501,,0.205,,0.078,,0.044,,0.032,,0.030,,0.036,,0.028,
08NM173,1,1,1991,24,0.024,E,0.028,,0.025,,0.168,,0.503,,0.205,,0.079,,0.043,,0.030,,0.031,,0.032,,0.029,
08NM173,1,1,1991,25,0.025,E,0.028,,0.025,,0.197,,0.480,,0.198,,0.082,,0.045,,0.030,,0.030,,0.032,,0.028,
08NM173,1,1,1991,26,0.024,E,0.028,,0.025,,0.193,,0.444,,0.190,,0.079,,0.047,,0.029,,0.027,,0.031,,0.030,
08NM173,1,1,1991,27,0.024,E,0.027,,0.024,,0.179,,0.408,,0.189,,0.077,,0.056,,0.030,,0.024,,0.030,,0.030,
08NM173,1,1,1991,28,0.023,E,0.027,,0.027,,0.172,,0.390,,0.180,,0.075,,0.052,,0.030,,0.018,,0.033,,0.029,
08NM173,1,1,1991,29,0.023,E,,,0.029,,0.171,,0.368,,0.206,,0.073,,0.048,,0.029,,0.025,,0.030,,0.027,
08NM173,1,1,1991,30,0.024,E,,,0.033,,0.165,,0.402,,0.226,,0.067,,0.045,,0.028,,0.024,,0.028,,0.028,
08NM173,1,1,1991,31,0.026,E,,,0.043,,,,0.376,,,,0.061,,0.046,,,,0.024,,,,0.028,
08NM173,1,1,1992,1,0.031,,0.031,,0.029,,0.039,,0.075,,0.030,,0.043,,0.010,,0.008,,0.008,,0.017,,0.016,A
08NM173,1,1,1992,2,0.031,,0.026,,0.034,,0.042,,0.071,,0.029,,0.042,,0.008,,0.007,,0.008,,0.017,,0.015,E
08NM173,1,1,1992,3,0.028,,0.025,,0.033,,0.043,,0.068,,0.029,,0.043,,0.008,,0.005,,0.010,,0.016,,0.015,E
08NM173,1,1,1992,4,0.029,,0.025,,0.030,,0.041,,0.065,,0.027,,0.041,,0.008,,0.005,,0.010,,0.018,,0.015,E
08NM173,1,1,1992,5,0.029,,0.022,,0.031,,0.040,,0.064,,0.026,,0.038,,0.010,,0.007,,0.010,,0.017,,0.015,E
08NM173,1,1,1992,6,0.026,,0.021,,0.031,,0.039,,0.058,,0.026,,0.036,,0.013,,0.007,,0.010,,0.018,,0.015,E
08NM173,1,1,1992,7,0.026,,0.022,,0.031,,0.038,,0.057,,0.026,,0.033,,0.019,,0.008,,0.010,,0.027,,0.015,E
08NM173,1,1,1992,8,0.026,,0.022,,0.031,,0.038,,0.055,,0.024,,0.030,,0.014,,0.008,,0.010,,0.021,,0.015,A
08NM173,1,1,1992,9,0.027,,0.022,,0.031,,0.038,,0.053,,0.024,,0.030,,0.012,,0.007,,0.010,,0.020,,0.015,
08NM173,1,1,1992,10,0.026,,0.022,,0.032,,0.038,,0.052,,0.025,,0.029,,0.012,,0.007,,0.011,,0.015,,0.015,
08NM173,1,1,1992,11,0.025,,0.023,,0.032,,0.038,,0.050,,0.023,,0.029,,0.011,,0.007,,0.011,,0.016,,0.015,
08NM173,1,1,1992,12,0.025,,0.024,,0.030,,0.039,,0.047,,0.024,,0.025,,0.009,,0.008,,0.011,,0.015,,0.015,
08NM173,1,1,1992,13,0.027,,0.024,,0.031,,0.041,,0.045,,0.078,,0.022,,0.011,,0.008,,0.013,,0.016,,0.015,
08NM173,1,1,1992,14,0.026,,0.025,,0.033,,0.044,,0.042,,0.055,,0.020,,0.019,,0.010,,0.014,,0.016,,0.015,
08NM173,1,1,1992,15,0.025,,0.028,,0.035,,0.046,,0.041,,0.039,,0.019,,0.013,,0.010,,0.013,,0.018,,0.015,
08NM173,1,1,1992,16,0.025,,0.027,,0.036,,0.047,,0.041,,0.033,,0.017,,0.009,,0.010,,0.011,,0.021,,0.016,
08NM173,1,1,1992,17,0.024,,0.025,,0.040,,0.052,,0.040,,0.030,,0.015,,0.008,,0.009,,0.010,,0.023,,0.015,
08NM173,1,1,1992,18,0.027,,0.027,,0.040,,0.054,,0.039,,0.028,,0.014,,0.007,,0.010,,0.015,,0.021,,0.015,
08NM173,1,1,1992,19,0.024,,0.021,,0.037,,0.056,,0.038,,0.026,,0.012,,0.006,,0.009,,0.022,,0.023,,0.016,
08NM173,1,1,1992,20,0.024,,0.022,,0.036,,0.068,,0.038,,0.024,,0.012,,0.007,,0.009,,0.022,,0.021,,0.017,
08NM173,1,1,1992,21,0.024,,0.024,,0.037,,0.073,,0.039,,0.023,,0.012,,0.007,,0.009,,0.022,,0.012,,0.016,
